sep=;
RegNumber;Comp;Pos;Lap;LapTime;RaceTime;LapStat;SessNumber;Driver
1;MKA2;7;105;31089;3482080;;3;Сидельников Андрей
4;MKA GIRLS+1;3;107;31808;3493539;;3;Бакирова Рината
8;MKA;6;106;30874;3498567;;3;Вяльсов Михаил
3;CEAT;4;107;31336;3501384;;3;Толкачев Максим
2;PATYSSON;1;108;31503;3503575;;3;Мальцева Маргарита
7;PHOENIX RT;5;107;32882;3507584;;3;И Роман
6;CRAZYTRAIN;8;105;31245;3510696;;3;Мосесов Хачатур
1;MKA2;7;106;31149;3513229;;3;Сидельников Андрей
4;MKA GIRLS+1;2;108;31955;3525494;;3;Бакирова Рината
8;MKA;6;107;30769;3529336;;3;Вяльсов Михаил
5;RAVE STORM;3;108;65871;3529932;PitUser;2;Иван Степанов
3;CEAT;4;108;31407;3532791;;3;Толкачев Максим
2;PATYSSON;1;109;31743;3535318;;3;Мальцева Маргарита
7;PHOENIX RT;5;108;32486;3540070;;3;И Роман
6;CRAZYTRAIN;8;106;31070;3541766;;3;Мосесов Хачатур
1;MKA2;7;107;31270;3544499;;3;Сидельников Андрей
4;MKA GIRLS+1;2;109;31636;3557130;;3;Бакирова Рината
8;MKA;6;108;31075;3560411;;3;Вяльсов Михаил
5;RAVE STORM;3;109;32002;3561934;Fight;3;Леся Ващук
3;CEAT;4;109;31497;3564288;;3;Толкачев Максим
2;PATYSSON;1;110;31497;3566815;;3;Мальцева Маргарита
7;PHOENIX RT;5;109;32070;3572140;;3;И Роман
6;CRAZYTRAIN;8;107;31256;3573022;;3;Мосесов Хачатур
1;MKA2;7;108;31095;3575594;;3;Сидельников Андрей
4;MKA GIRLS+1;2;110;31740;3588870;;3;Бакирова Рината
8;MKA;6;109;30845;3591256;;3;Вяльсов Михаил
5;RAVE STORM;3;110;31818;3593752;;3;Леся Ващук
3;CEAT;4;110;31407;3595695;;3;Толкачев Максим
2;PATYSSON;1;111;31450;3598265;;3;Мальцева Маргарита
6;CRAZYTRAIN;8;108;31455;3604477;;3;Мосесов Хачатур
1;MKA2;7;109;31188;3606782;;3;Сидельников Андрей
4;MKA GIRLS+1;2;111;31813;3620683;;3;Бакирова Рината
8;MKA;5;110;30845;3622101;;3;Вяльсов Михаил
7;PHOENIX RT;6;110;51498;3623638;StopGo;3;И Роман
5;RAVE STORM;3;111;31687;3625439;;3;Леся Ващук
3;CEAT;4;111;31185;3626880;;3;Толкачев Максим
2;PATYSSON;1;112;31744;3630009;;3;Мальцева Маргарита
6;CRAZYTRAIN;8;109;31317;3635794;;3;Мосесов Хачатур
1;MKA2;7;110;31102;3637884;;3;Сидельников Андрей
4;MKA GIRLS+1;2;112;31705;3652388;;3;Бакирова Рината
8;MKA;5;111;30730;3652831;;3;Вяльсов Михаил
7;PHOENIX RT;6;111;32426;3656064;;3;И Роман
5;RAVE STORM;3;112;31818;3657257;;3;Леся Ващук
3;CEAT;4;112;31417;3658297;;3;Толкачев Максим
2;PATYSSON;1;113;31549;3661558;;3;Мальцева Маргарита
6;CRAZYTRAIN;8;110;31422;3667216;;3;Мосесов Хачатур
1;MKA2;7;111;31137;3669021;;3;Сидельников Андрей
8;MKA;5;112;31286;3684117;LongLight;3;Вяльсов Михаил
4;MKA GIRLS+1;2;113;32270;3684658;LongLight;3;Бакирова Рината
7;PHOENIX RT;6;112;32084;3688148;;3;И Роман
5;RAVE STORM;3;113;31764;3689021;;3;Леся Ващук
3;CEAT;4;113;31679;3689976;;3;Толкачев Максим
2;PATYSSON;1;114;31344;3692902;;3;Мальцева Маргарита
6;CRAZYTRAIN;8;111;31266;3698482;;3;Мосесов Хачатур
1;MKA2;7;112;31072;3700093;;3;Сидельников Андрей
8;MKA;5;113;30911;3715028;;3;Вяльсов Михаил
7;PHOENIX RT;6;113;31753;3719901;;3;И Роман
5;RAVE STORM;2;114;31717;3720738;;3;Леся Ващук
3;CEAT;3;114;31131;3721107;;3;Толкачев Максим
2;PATYSSON;1;115;31328;3724230;;3;Мальцева Маргарита
6;CRAZYTRAIN;8;112;31101;3729583;;3;Мосесов Хачатур
1;MKA2;7;113;31471;3731564;;3;Сидельников Андрей
8;MKA;4;114;30861;3745889;;3;Вяльсов Михаил
7;PHOENIX RT;5;114;31712;3751613;;3;И Роман
4;MKA GIRLS+1;6;114;67279;3751937;PitUser;3;Бакирова Рината
3;CEAT;2;115;31321;3752428;;3;Толкачев Максим
5;RAVE STORM;3;115;32414;3753152;LongLight;3;Леся Ващук
2;PATYSSON;1;116;31631;3755861;;3;Мальцева Маргарита
6;CRAZYTRAIN;8;113;31223;3760806;;3;Мосесов Хачатур
8;MKA;4;115;30757;3776646;;3;Вяльсов Михаил
7;PHOENIX RT;5;115;31688;3783301;;3;И Роман
3;CEAT;2;116;31386;3783814;;3;Толкачев Максим
5;RAVE STORM;3;116;31821;3784973;;3;Леся Ващук
4;MKA GIRLS+1;6;115;33423;3785360;LongLight;4;Леонтьева Алина
2;PATYSSON;1;117;31407;3787268;;3;Мальцева Маргарита
6;CRAZYTRAIN;7;114;31254;3792060;;3;Мосесов Хачатур
1;MKA2;8;114;64031;3795595;PitUser;3;Сидельников Андрей
7;PHOENIX RT;4;116;31857;3815158;;3;И Роман
3;CEAT;2;117;31631;3815445;;3;Толкачев Максим
5;RAVE STORM;3;117;31588;3816561;;3;Леся Ващук
4;MKA GIRLS+1;5;116;31576;3816936;;4;Леонтьева Алина
2;PATYSSON;1;118;31427;3818695;;3;Мальцева Маргарита
6;CRAZYTRAIN;7;115;31126;3823186;;3;Мосесов Хачатур
1;MKA2;8;115;31584;3827179;;4;Брук Матвей
8;MKA;6;116;64100;3840746;PitUser;3;Вяльсов Михаил
3;CEAT;2;118;31530;3846975;;3;Толкачев Максим
7;PHOENIX RT;4;117;32608;3847766;LongLight;3;И Роман
5;RAVE STORM;3;118;31590;3848151;;3;Леся Ващук
4;MKA GIRLS+1;5;117;31561;3848497;;4;Леонтьева Алина
2;PATYSSON;1;119;31479;3850174;;3;Мальцева Маргарита
6;CRAZYTRAIN;7;116;31258;3854444;;3;Мосесов Хачатур
1;MKA2;8;116;31239;3858418;;4;Брук Матвей
8;MKA;6;117;31902;3872648;;4;Смирнов Валерий
3;CEAT;2;119;31220;3878195;;3;Толкачев Максим
7;PHOENIX RT;4;118;31560;3879326;;3;И Роман
5;RAVE STORM;3;119;31772;3879923;;3;Леся Ващук
4;MKA GIRLS+1;5;118;31756;3880253;;4;Леонтьева Алина
2;PATYSSON;1;120;31356;3881530;;3;Мальцева Маргарита
6;CRAZYTRAIN;7;117;31291;3885735;;3;Мосесов Хачатур
1;MKA2;8;117;31186;3889604;;4;Брук Матвей
8;MKA;6;118;31666;3904314;;4;Смирнов Валерий
3;CEAT;2;120;31383;3909578;;3;Толкачев Максим
7;PHOENIX RT;4;119;31681;3911007;;3;И Роман
4;MKA GIRLS+1;5;119;31479;3911732;;4;Леонтьева Алина
5;RAVE STORM;3;120;32157;3912080;LongLight;3;Леся Ващук
2;PATYSSON;1;121;31667;3913197;;3;Мальцева Маргарита
6;CRAZYTRAIN;7;118;31226;3916961;;3;Мосесов Хачатур
1;MKA2;8;118;31191;3920795;;4;Брук Матвей
8;MKA;6;119;31385;3935699;;4;Смирнов Валерий
3;CEAT;2;121;31324;3940902;;3;Толкачев Максим
7;PHOENIX RT;4;120;31597;3942604;;3;И Роман
4;MKA GIRLS+1;5;120;31458;3943190;;4;Леонтьева Алина
5;RAVE STORM;3;121;31773;3943853;;3;Леся Ващук
2;PATYSSON;1;122;31497;3944694;;3;Мальцева Маргарита
6;CRAZYTRAIN;7;119;31334;3948295;;3;Мосесов Хачатур
1;MKA2;8;119;31123;3951918;;4;Брук Матвей
8;MKA;6;120;31323;3967022;;4;Смирнов Валерий
3;CEAT;2;122;31085;3971987;;3;Толкачев Максим
7;PHOENIX RT;4;121;31719;3974323;;3;И Роман
4;MKA GIRLS+1;5;121;31390;3974580;;4;Леонтьева Алина
5;RAVE STORM;3;122;31843;3975696;;3;Леся Ващук
2;PATYSSON;1;123;31525;3976219;;3;Мальцева Маргарита
6;CRAZYTRAIN;7;120;31149;3979444;;3;Мосесов Хачатур
1;MKA2;8;120;31157;3983075;;4;Брук Матвей
8;MKA;6;121;31494;3998516;;4;Смирнов Валерий
3;CEAT;2;123;31222;4003209;;3;Толкачев Максим
4;MKA GIRLS+1;4;122;31781;4006361;;4;Леонтьева Алина
7;PHOENIX RT;5;122;32558;4006881;LongLight;3;И Роман
5;RAVE STORM;3;123;31821;4007517;;3;Леся Ващук
2;PATYSSON;1;124;31588;4007807;;3;Мальцева Маргарита
6;CRAZYTRAIN;7;121;31079;4010523;;3;Мосесов Хачатур
1;MKA2;8;121;31305;4014380;;4;Брук Матвей
8;MKA;6;122;31425;4029941;;4;Смирнов Валерий
4;MKA GIRLS+1;4;123;31462;4037823;;4;Леонтьева Алина
7;PHOENIX RT;5;123;31442;4038323;;3;И Роман
2;PATYSSON;1;125;31988;4039795;LongLight;3;Мальцева Маргарита
5;RAVE STORM;2;124;32720;4040237;LongLight;3;Леся Ващук
6;CRAZYTRAIN;7;122;31122;4041645;;3;Мосесов Хачатур
1;MKA2;8;122;31147;4045527;;4;Брук Матвей
8;MKA;6;123;31431;4061372;;4;Смирнов Валерий
3;CEAT;3;124;64927;4068136;PitUser;3;Толкачев Максим
4;MKA GIRLS+1;4;124;31413;4069236;;4;Леонтьева Алина
7;PHOENIX RT;5;124;31789;4070112;;3;И Роман
2;PATYSSON;1;126;31352;4071147;;3;Мальцева Маргарита
6;CRAZYTRAIN;7;123;31615;4073260;LongLight;3;Мосесов Хачатур
1;MKA2;8;123;31014;4076541;;4;Брук Матвей
8;MKA;6;124;31380;4092752;;4;Смирнов Валерий
4;MKA GIRLS+1;2;125;31554;4100790;;4;Леонтьева Алина
3;CEAT;3;125;33064;4101200;;4;Калимов Дмитрий
7;PHOENIX RT;4;125;32004;4102116;;3;И Роман
2;PATYSSON;1;127;31285;4102432;;3;Мальцева Маргарита
5;RAVE STORM;5;125;66087;4106324;PitUser;3;Леся Ващук
1;MKA2;7;124;31196;4107737;;4;Брук Матвей
8;MKA;6;125;31364;4124116;;4;Смирнов Валерий
4;MKA GIRLS+1;2;126;31460;4132250;;4;Леонтьева Алина
3;CEAT;3;126;31870;4133070;;4;Калимов Дмитрий
2;PATYSSON;1;128;31904;4134336;LongLight;3;Мальцева Маргарита
7;PHOENIX RT;4;126;32683;4134799;LongLight;3;И Роман
5;RAVE STORM;5;126;31340;4137664;;4;Бушуев Владислав
1;MKA2;7;125;31130;4138867;;4;Брук Матвей
6;CRAZYTRAIN;8;124;66296;4139556;PitUser;3;Мосесов Хачатур
8;MKA;6;126;31154;4155270;;4;Смирнов Валерий
4;MKA GIRLS+1;2;127;31312;4163562;;4;Леонтьева Алина
3;CEAT;3;127;31807;4164877;;4;Калимов Дмитрий
2;PATYSSON;1;129;31387;4165723;;3;Мальцева Маргарита
5;RAVE STORM;4;127;31526;4169190;Fight;4;Бушуев Владислав
1;MKA2;7;126;31201;4170068;;4;Брук Матвей
6;CRAZYTRAIN;8;125;32446;4172002;;4;Титкова Мария
8;MKA;5;127;31144;4186414;;4;Смирнов Валерий
4;MKA GIRLS+1;2;128;31380;4194942;;4;Леонтьева Алина
3;CEAT;3;128;31690;4196567;;4;Калимов Дмитрий
2;PATYSSON;1;130;31339;4197062;;3;Мальцева Маргарита
7;PHOENIX RT;6;127;65017;4199816;PitUser;3;И Роман
5;RAVE STORM;4;128;31430;4200620;;4;Бушуев Владислав
1;MKA2;7;127;31142;4201210;;4;Брук Матвей
6;CRAZYTRAIN;8;126;31685;4203687;;4;Титкова Мария
8;MKA;5;128;31453;4217867;;4;Смирнов Валерий
4;MKA GIRLS+1;2;129;31378;4226320;;4;Леонтьева Алина
2;PATYSSON;1;131;31781;4228843;LongLight;3;Мальцева Маргарита
3;CEAT;3;129;32856;4229423;LongLight;4;Калимов Дмитрий
5;RAVE STORM;4;129;31214;4231834;;4;Бушуев Владислав
1;MKA2;6;128;31414;4232624;;4;Брук Матвей
7;PHOENIX RT;7;128;33298;4233114;;4;Басов Иван
6;CRAZYTRAIN;8;127;31901;4235588;;4;Титкова Мария
8;MKA;5;129;31277;4249144;;4;Смирнов Валерий
4;MKA GIRLS+1;2;130;31481;4257801;;4;Леонтьева Алина
2;PATYSSON;1;132;31315;4260158;;3;Мальцева Маргарита
3;CEAT;3;130;31730;4261153;;4;Калимов Дмитрий
5;RAVE STORM;4;130;31342;4263176;;4;Бушуев Владислав
1;MKA2;6;129;31065;4263689;;4;Брук Матвей
7;PHOENIX RT;7;129;31562;4264676;;4;Басов Иван
6;CRAZYTRAIN;8;128;31763;4267351;;4;Титкова Мария
8;MKA;5;130;31251;4280395;;4;Смирнов Валерий
4;MKA GIRLS+1;2;131;31413;4289214;;4;Леонтьева Алина
2;PATYSSON;1;133;31302;4291460;;3;Мальцева Маргарита
3;CEAT;3;131;31811;4292964;;4;Калимов Дмитрий
5;RAVE STORM;4;131;31142;4294318;;4;Бушуев Владислав
1;MKA2;6;130;31073;4294762;;4;Брук Матвей
7;PHOENIX RT;7;130;31540;4296216;;4;Басов Иван
6;CRAZYTRAIN;8;129;31644;4298995;;4;Титкова Мария
8;MKA;5;131;31171;4311566;;4;Смирнов Валерий
4;MKA GIRLS+1;2;132;31347;4320561;;4;Леонтьева Алина
2;PATYSSON;1;134;31311;4322771;;3;Мальцева Маргарита
3;CEAT;3;132;31614;4324578;;4;Калимов Дмитрий
5;RAVE STORM;4;132;31167;4325485;;4;Бушуев Владислав
1;MKA2;6;131;31113;4325875;;4;Брук Матвей
7;PHOENIX RT;7;131;31597;4327813;;4;Басов Иван
6;CRAZYTRAIN;8;130;31635;4330630;;4;Титкова Мария
8;MKA;5;132;31312;4342878;;4;Смирнов Валерий
4;MKA GIRLS+1;2;133;31382;4351943;;4;Леонтьева Алина
2;PATYSSON;1;135;31315;4354086;;3;Мальцева Маргарита
5;RAVE STORM;3;133;31052;4356537;;4;Бушуев Владислав
1;MKA2;6;132;31034;4356909;;4;Брук Матвей
3;CEAT;4;133;32858;4357436;LongLight;4;Калимов Дмитрий
7;PHOENIX RT;7;132;31410;4359223;;4;Басов Иван
6;CRAZYTRAIN;8;131;31466;4362096;;4;Титкова Мария
8;MKA;5;133;31180;4374058;;4;Смирнов Валерий
4;MKA GIRLS+1;2;134;31306;4383249;;4;Леонтьева Алина
2;PATYSSON;1;136;31331;4385417;;3;Мальцева Маргарита
5;RAVE STORM;3;134;31095;4387632;;4;Бушуев Владислав
1;MKA2;6;133;31027;4387936;;4;Брук Матвей
3;CEAT;4;134;31752;4389188;;4;Калимов Дмитрий
7;PHOENIX RT;7;133;31550;4390773;;4;Басов Иван
6;CRAZYTRAIN;8;132;31564;4393660;;4;Титкова Мария
8;MKA;5;134;31183;4405241;;4;Смирнов Валерий
4;MKA GIRLS+1;2;135;31360;4414609;;4;Леонтьева Алина
2;PATYSSON;1;137;31481;4416898;;3;Мальцева Маргарита
1;MKA2;6;134;31130;4419066;;4;Брук Матвей
5;RAVE STORM;3;135;32051;4419683;Fight;4;Бушуев Владислав
3;CEAT;4;135;31600;4420788;;4;Калимов Дмитрий
7;PHOENIX RT;7;134;31646;4422419;;4;Басов Иван
6;CRAZYTRAIN;8;133;31268;4424928;;4;Титкова Мария
8;MKA;5;135;31303;4436544;;4;Смирнов Валерий
4;MKA GIRLS+1;2;136;31404;4446013;;4;Леонтьева Алина
2;PATYSSON;1;138;31203;4448101;;3;Мальцева Маргарита
1;MKA2;6;135;30966;4450032;;4;Брук Матвей
5;RAVE STORM;3;136;31092;4450775;;4;Бушуев Владислав
3;CEAT;4;136;31611;4452399;;4;Калимов Дмитрий
7;PHOENIX RT;7;135;31349;4453768;;4;Басов Иван
6;CRAZYTRAIN;8;134;31403;4456331;;4;Титкова Мария
8;MKA;5;136;31178;4467722;;4;Смирнов Валерий
4;MKA GIRLS+1;2;137;31351;4477364;;4;Леонтьева Алина
2;PATYSSON;1;139;31339;4479440;;3;Мальцева Маргарита
1;MKA2;6;136;30980;4481012;;4;Брук Матвей
5;RAVE STORM;3;137;31073;4481848;;4;Бушуев Владислав
3;CEAT;4;137;31490;4483889;;4;Калимов Дмитрий
7;PHOENIX RT;7;136;31362;4485130;;4;Басов Иван
6;CRAZYTRAIN;8;135;31928;4488259;LongLight;4;Титкова Мария
8;MKA;5;137;31109;4498831;;4;Смирнов Валерий
4;MKA GIRLS+1;2;138;31409;4508773;;4;Леонтьева Алина
2;PATYSSON;1;140;31183;4510623;;3;Мальцева Маргарита
1;MKA2;6;137;30934;4511946;;4;Брук Матвей
5;RAVE STORM;3;138;30994;4512842;;4;Бушуев Владислав
3;CEAT;4;138;31573;4515462;;4;Калимов Дмитрий
7;PHOENIX RT;7;137;31341;4516471;;4;Басов Иван
6;CRAZYTRAIN;8;136;31386;4519645;;4;Титкова Мария
8;MKA;5;138;31226;4530057;;4;Смирнов Валерий
4;MKA GIRLS+1;2;139;31459;4540232;;4;Леонтьева Алина
2;PATYSSON;1;141;31363;4541986;;3;Мальцева Маргарита
1;MKA2;6;138;30939;4542885;;4;Брук Матвей
5;RAVE STORM;3;139;31076;4543918;;4;Бушуев Владислав
3;CEAT;4;139;31780;4547242;;4;Калимов Дмитрий
7;PHOENIX RT;7;138;31373;4547844;;4;Басов Иван
6;CRAZYTRAIN;8;137;31856;4551501;LongLight;4;Титкова Мария
8;MKA;5;139;31153;4561210;;4;Смирнов Валерий
4;MKA GIRLS+1;2;140;31388;4571620;;4;Леонтьева Алина
2;PATYSSON;1;142;31365;4573351;;3;Мальцева Маргарита
1;MKA2;6;139;30934;4573819;;4;Брук Матвей
5;RAVE STORM;3;140;31025;4574943;;4;Бушуев Владислав
7;PHOENIX RT;7;139;31538;4579382;;4;Басов Иван
3;CEAT;4;140;32642;4579884;LongLight;4;Калимов Дмитрий
6;CRAZYTRAIN;8;138;31301;4582802;;4;Титкова Мария
8;MKA;5;140;31167;4592377;;4;Смирнов Валерий
4;MKA GIRLS+1;2;141;31409;4603029;;4;Леонтьева Алина
1;MKA2;6;140;31110;4604929;;4;Брук Матвей
2;PATYSSON;1;143;32280;4605631;LongLight;3;Мальцева Маргарита
5;RAVE STORM;3;141;30933;4605876;;4;Бушуев Владислав
7;PHOENIX RT;7;140;31488;4610870;;4;Басов Иван
3;CEAT;4;141;31536;4611420;;4;Калимов Дмитрий
6;CRAZYTRAIN;8;139;31426;4614228;;4;Титкова Мария
8;MKA;5;141;31293;4623670;;4;Смирнов Валерий
4;MKA GIRLS+1;2;142;31351;4634380;;4;Леонтьева Алина
1;MKA2;6;141;30967;4635896;;4;Брук Матвей
5;RAVE STORM;3;142;31480;4637356;Fight;4;Бушуев Владислав
2;PATYSSON;1;144;32330;4637961;LongLight;3;Мальцева Маргарита
7;PHOENIX RT;7;141;31581;4642451;;4;Басов Иван
3;CEAT;4;142;31594;4643014;;4;Калимов Дмитрий
6;CRAZYTRAIN;8;140;31908;4646136;LongLight;4;Титкова Мария
8;MKA;5;142;31259;4654929;;4;Смирнов Валерий
4;MKA GIRLS+1;2;143;31546;4665926;;4;Леонтьева Алина
1;MKA2;6;142;30921;4666817;;4;Брук Матвей
5;RAVE STORM;3;143;30909;4668265;;4;Бушуев Владислав
2;PATYSSON;1;145;31447;4669408;;3;Мальцева Маргарита
7;PHOENIX RT;7;142;31510;4673961;;4;Басов Иван
3;CEAT;4;143;31506;4674520;;4;Калимов Дмитрий
6;CRAZYTRAIN;8;141;31521;4677657;;4;Титкова Мария
8;MKA;5;143;31137;4686066;;4;Смирнов Валерий
4;MKA GIRLS+1;2;144;31344;4697270;;4;Леонтьева Алина
1;MKA2;6;143;30977;4697794;;4;Брук Матвей
5;RAVE STORM;3;144;30980;4699245;;4;Бушуев Владислав
2;PATYSSON;1;146;31563;4700971;;3;Мальцева Маргарита
7;PHOENIX RT;7;143;31437;4705398;;4;Басов Иван
3;CEAT;4;144;31685;4706205;;4;Калимов Дмитрий
6;CRAZYTRAIN;8;142;31649;4709306;;4;Титкова Мария
8;MKA;5;144;31140;4717206;;4;Смирнов Валерий
1;MKA2;6;144;31075;4728869;;4;Брук Матвей
4;MKA GIRLS+1;2;145;32025;4729295;LongLight;4;Леонтьева Алина
5;RAVE STORM;3;145;31010;4730255;;4;Бушуев Владислав
2;PATYSSON;1;147;31522;4732493;;3;Мальцева Маргарита
7;PHOENIX RT;7;144;31701;4737099;;4;Басов Иван
3;CEAT;4;145;31494;4737699;;4;Калимов Дмитрий
6;CRAZYTRAIN;8;143;31669;4740975;;4;Титкова Мария
8;MKA;5;145;31096;4748302;;4;Смирнов Валерий
1;MKA2;6;145;30905;4759774;;4;Брук Матвей
4;MKA GIRLS+1;2;146;31320;4760615;;4;Леонтьева Алина
5;RAVE STORM;3;146;30949;4761204;;4;Бушуев Владислав
2;PATYSSON;1;148;31304;4763797;;3;Мальцева Маргарита
7;PHOENIX RT;7;145;31477;4768576;;4;Басов Иван
3;CEAT;4;146;31613;4769312;;4;Калимов Дмитрий
6;CRAZYTRAIN;8;144;31397;4772372;;4;Титкова Мария
8;MKA;5;146;31299;4779601;;4;Смирнов Валерий
1;MKA2;6;146;30957;4790731;;4;Брук Матвей
5;RAVE STORM;2;147;30993;4792197;;4;Бушуев Владислав
4;MKA GIRLS+1;3;147;32090;4792705;LongLight;4;Леонтьева Алина
2;PATYSSON;1;149;31465;4795262;;3;Мальцева Маргарита
7;PHOENIX RT;7;146;31467;4800043;;4;Басов Иван
3;CEAT;4;147;31451;4800763;;4;Калимов Дмитрий
6;CRAZYTRAIN;8;145;31624;4803996;;4;Титкова Мария
8;MKA;5;147;31118;4810719;;4;Смирнов Валерий
1;MKA2;6;147;30851;4821582;;4;Брук Матвей
5;RAVE STORM;2;148;30916;4823113;;4;Бушуев Владислав
4;MKA GIRLS+1;3;148;31254;4823959;;4;Леонтьева Алина
2;PATYSSON;1;150;31236;4826498;;3;Мальцева Маргарита
7;PHOENIX RT;7;147;31466;4831509;;4;Басов Иван
3;CEAT;4;148;31461;4832224;;4;Калимов Дмитрий
6;CRAZYTRAIN;8;146;31522;4835518;;4;Титкова Мария
8;MKA;5;148;31282;4842001;;4;Смирнов Валерий
1;MKA2;6;148;30917;4852499;;4;Брук Матвей
5;RAVE STORM;2;149;30989;4854102;;4;Бушуев Владислав
4;MKA GIRLS+1;3;149;31301;4855260;;4;Леонтьева Алина
2;PATYSSON;1;151;31480;4857978;;3;Мальцева Маргарита
7;PHOENIX RT;7;148;31328;4862837;;4;Басов Иван
3;CEAT;4;149;31369;4863593;;4;Калимов Дмитрий
6;CRAZYTRAIN;8;147;31267;4866785;;4;Титкова Мария
8;MKA;5;149;31244;4873245;;4;Смирнов Валерий
1;MKA2;6;149;30811;4883310;;4;Брук Матвей
5;RAVE STORM;2;150;30920;4885022;;4;Бушуев Владислав
4;MKA GIRLS+1;3;150;31241;4886501;;4;Леонтьева Алина
2;PATYSSON;1;152;31232;4889210;;3;Мальцева Маргарита
7;PHOENIX RT;7;149;31593;4894430;;4;Басов Иван
3;CEAT;4;150;31473;4895066;;4;Калимов Дмитрий
6;CRAZYTRAIN;8;148;31347;4898132;;4;Титкова Мария
8;MKA;5;150;31256;4904501;;4;Смирнов Валерий
1;MKA2;6;150;30873;4914183;;4;Брук Матвей
5;RAVE STORM;2;151;31254;4916276;Fight;4;Бушуев Владислав
4;MKA GIRLS+1;3;151;31264;4917765;;4;Леонтьева Алина
2;PATYSSON;1;153;31325;4920535;;3;Мальцева Маргарита
7;PHOENIX RT;7;150;31408;4925838;;4;Басов Иван
3;CEAT;4;151;31426;4926492;;4;Калимов Дмитрий
6;CRAZYTRAIN;8;149;31511;4929643;;4;Титкова Мария
8;MKA;5;151;31160;4935661;;4;Смирнов Валерий
1;MKA2;6;151;30894;4945077;;4;Брук Матвей
5;RAVE STORM;2;152;30942;4947218;;4;Бушуев Владислав
4;MKA GIRLS+1;3;152;31273;4949038;;4;Леонтьева Алина
2;PATYSSON;1;154;31142;4951677;;3;Мальцева Маргарита
7;PHOENIX RT;7;151;31503;4957341;;4;Басов Иван
3;CEAT;4;152;31509;4958001;;4;Калимов Дмитрий
6;CRAZYTRAIN;8;150;31929;4961572;LongLight;4;Титкова Мария
8;MKA;5;152;31086;4966747;;4;Смирнов Валерий
1;MKA2;6;152;30884;4975961;;4;Брук Матвей
5;RAVE STORM;2;153;30840;4978058;;4;Бушуев Владислав
4;MKA GIRLS+1;3;153;31142;4980180;;4;Леонтьева Алина
2;PATYSSON;1;155;31314;4982991;;3;Мальцева Маргарита
7;PHOENIX RT;7;152;31419;4988760;;4;Басов Иван
3;CEAT;4;153;31418;4989419;;4;Калимов Дмитрий
6;CRAZYTRAIN;8;151;31485;4993057;;4;Титкова Мария
8;MKA;5;153;31298;4998045;;4;Смирнов Валерий
1;MKA2;6;153;30856;5006817;;4;Брук Матвей
5;RAVE STORM;2;154;31010;5009068;;4;Бушуев Владислав
4;MKA GIRLS+1;3;154;31207;5011387;;4;Леонтьева Алина
7;PHOENIX RT;7;153;31295;5020055;;4;Басов Иван
3;CEAT;4;154;31470;5020889;;4;Калимов Дмитрий
6;CRAZYTRAIN;8;152;31521;5024578;;4;Титкова Мария
8;MKA;5;154;31085;5029130;;4;Смирнов Валерий
1;MKA2;6;154;30904;5037721;;4;Брук Матвей
5;RAVE STORM;2;155;31010;5040078;;4;Бушуев Владислав
2;PATYSSON;1;156;66333;5049324;PitUser;3;Мальцева Маргарита
7;PHOENIX RT;7;154;31568;5051623;;4;Басов Иван
3;CEAT;3;155;31424;5052313;;4;Калимов Дмитрий
6;CRAZYTRAIN;8;153;31690;5056268;;4;Титкова Мария
8;MKA;4;155;31142;5060272;;4;Смирнов Валерий
1;MKA2;5;155;30915;5068636;;4;Брук Матвей
5;RAVE STORM;2;156;31234;5071312;Fight;4;Бушуев Владислав
4;MKA GIRLS+1;6;155;69306;5080693;PitUser;4;Леонтьева Алина
2;PATYSSON;1;157;32329;5081653;;4;Надешкин Антон
7;PHOENIX RT;7;155;31449;5083072;;4;Басов Иван
3;CEAT;3;156;31389;5083702;;4;Калимов Дмитрий
6;CRAZYTRAIN;8;154;31431;5087699;;4;Титкова Мария
8;MKA;4;156;31227;5091499;;4;Смирнов Валерий
5;RAVE STORM;2;157;31039;5102351;;4;Бушуев Владислав
4;MKA GIRLS+1;5;156;32109;5112802;;5;Бакирова Рината
2;PATYSSON;1;158;32271;5113924;;4;Надешкин Антон
7;PHOENIX RT;6;156;31437;5114509;;4;Басов Иван
3;CEAT;3;157;31622;5115324;;4;Калимов Дмитрий
6;CRAZYTRAIN;8;155;31463;5119162;;4;Титкова Мария
8;MKA;4;157;31043;5122542;;4;Смирнов Валерий
5;RAVE STORM;2;158;30907;5133258;;4;Бушуев Владислав
1;MKA2;7;156;65131;5133767;PitUser;4;Брук Матвей
4;MKA GIRLS+1;5;157;31722;5144524;;5;Бакирова Рината
7;PHOENIX RT;6;157;31856;5146365;;4;Басов Иван
2;PATYSSON;1;159;32813;5146737;LongLight;4;Надешкин Антон
3;CEAT;3;158;31700;5147024;;4;Калимов Дмитрий
6;CRAZYTRAIN;8;156;31402;5150564;;4;Титкова Мария
8;MKA;4;158;31086;5153628;;4;Смирнов Валерий
5;RAVE STORM;2;159;30945;5164203;;4;Бушуев Владислав
1;MKA2;7;157;31995;5165762;;5;Касьянов Алексей
4;MKA GIRLS+1;5;158;31693;5176217;;5;Бакирова Рината
7;PHOENIX RT;6;158;31404;5177769;;4;Басов Иван
3;CEAT;3;159;32087;5179111;LongLight;4;Калимов Дмитрий
2;PATYSSON;1;160;32741;5179478;LongLight;4;Надешкин Антон
